time,valence,frustration,focus,excitement,lat,lon
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:40,67.441864,40.46512,52.55814,40.46512,55.949475,-3.193677
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:41,63.72093,35.34884,51.627907,35.34884,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:42,67.906975,33.023254,51.162792,33.023254,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:43,74.4186,58.604652,53.48837,28.372093,,
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:44,74.4186,65.11628,54.88372,25.11628,55.949642,-3.19377
2017-03-12T11:46:45,70.23256,67.906975,55.813953,23.255814,,
